Date,Type,Dead,Injured,Location,Details,Perpetrator,Part of
13,Bombing,0,3,"&lt;img alt=""Chile"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/7/78/Flag_of_Chile.svg/23px-Flag_of_Chile.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""1500"" data-file-height=""1000""&gt; Santiago, Chile","The chairman of the board of Chilean state copper giant Codelco and twoother persons suffered non-life-threatening injuries on Friday from the detonation of a parcel bomb sent to his home in Santiago.[75] An ""eco-terrorist"" group called Individualists Tending Toward the Wild claimed responsibility.[76][77]",Anarchists (suspected),Terrorism in Chile
13,Executions,2,0,"&lt;img alt=""Syria"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/5/53/Flag_of_Syria.svg/23px-Flag_of_Syria.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Raqqa, Syria",Two men in northeastern Syria were crucified after being accused of supporting the Kurdish YPG forces and the US-led coalition.[78],Islamic State,Syrian Civil War
13,Suicide bombings,6,14,"&lt;img alt=""Nigeria"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/7/79/Flag_of_Nigeria.svg/23px-Flag_of_Nigeria.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""800"" data-file-height=""400""&gt; Madagali, Nigeria",Suicide bombers killed and injured many in a crowded market in the northeastern Nigerian town of Madagali.[79],Boko Haram,Boko Haram insurgency
13,Shooting,0,2,"&lt;img alt=""United Kingdom"" src=""//upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/23px-Flag_of_the_United_Kingdom.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""1200"" data-file-height=""600""&gt; Belfast, United Kingdom",A man and woman were shot in Northern Ireland while attempting to protect their son from paramilitaries.[80][81],Óglaigh na hÉireann (Real IRA splinter group),Dissident Irish Republican campaign
14,Roadside Bomb,2,Unknown,"&lt;img alt=""Nigeria"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/7/79/Flag_of_Nigeria.svg/23px-Flag_of_Nigeria.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""800"" data-file-height=""400""&gt; Borno State, Nigeria",Two soldiers were killed in Borno State in a roadside bombing.[82],Boko Haram,Boko Haram insurgency
14,Shooting,3 (+10),27,"&lt;img alt=""Nigeria"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/7/79/Flag_of_Nigeria.svg/23px-Flag_of_Nigeria.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""800"" data-file-height=""400""&gt; Borno State, Nigeria",Three soldiers were killed by Boko Haram. Ten attackers were also killed.[83][84][85][86],Boko Haram,Boko Haram insurgency
14,Execution,5,0,"&lt;img alt=""Iraq"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/23px-Flag_of_Iraq.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""411"" data-file-height=""274""&gt; Kirkuk, Iraq",Islamic State militants burned a family of five people (a mother and four children).[87],Islamic State,Iraqi Civil War
14,Executions,17,0,"&lt;img alt=""Cameroon"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Flag_of_Cameroon.svg/23px-Flag_of_Cameroon.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""600"" data-file-height=""400""&gt; Gnam-Gnam, Cameroon",At least 17 people were killed by Boko Haram militants.[88][89],Boko Haram,Boko Haram insurgency
15,"Bombing, kidnapping",7,2,"&lt;img alt=""Afghanistan"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Flag_of_Afghanistan.svg/23px-Flag_of_Afghanistan.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""600"" data-file-height=""400""&gt; Nangarhar, Afghanistan",At least seven civilians were killed in an explosion in the eastern Nangarhar province. Afghan officials also accused the Islamic State group of kidnapping 14 Muslim clerics.[90][91],Islamic State (suspected),War in Afghanistan
15,Arson,1,0,"&lt;img alt=""Chile"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/7/78/Flag_of_Chile.svg/23px-Flag_of_Chile.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""1500"" data-file-height=""1000""&gt; La Araucania, Chile","One person was killed in an arson attack in the southern region of La Araucania in the town of Cañete, an area of southern Chile where Mapuche indigenous people claim land.[92]",Mapuche,Mapuche conflict
15,Shooting,9,Unknown,"&lt;img alt=""Niger"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Flag_of_Niger.svg/18px-Flag_of_Niger.svg.png"" width=""18"" height=""15"" class=""thumbborder"" data-file-width=""700"" data-file-height=""600""&gt; Bosso, Niger",Nine people were killed by Fulani herdsmen.[93],Fulani herdsmen,
15,Shooting,1,Unknown,"&lt;img alt=""Syria"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/5/53/Flag_of_Syria.svg/23px-Flag_of_Syria.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Raqqa, Syria",An American volunteer was killed by Islamic State.[94],Islamic State,Syrian Civil War
16,Suicide bombing,3 (+2),17,"&lt;img alt=""Nigeria"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/7/79/Flag_of_Nigeria.svg/23px-Flag_of_Nigeria.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""800"" data-file-height=""400""&gt; Maiduguri, Nigeria","Two teenage suicide bombers exploded at Nigeria's University of Maiduguri, killing three people, including a professor.[95][96]",Boko Haram,Boko Haram insurgency
16,Shooting,5,12,"&lt;img alt=""Mexico"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Flag_of_Mexico.svg/23px-Flag_of_Mexico.svg.png"" width=""23"" height=""13"" class=""thumbborder"" data-file-width=""840"" data-file-height=""480""&gt; Playa del Carmen, Mexico","At least five people were killed and other 12 were wounded and 15 injured after a gunman opened fire in a nightclub during a music festival in Playa Del Carmen, Mexico. The attack was considered an act of narcoterrorism.[97][98]",Militant Guerillas (suspected),Mexican Drug War
16,Bombing,4,2,"&lt;img alt=""Turkey"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Flag_of_Turkey.svg/23px-Flag_of_Turkey.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""1200"" data-file-height=""800""&gt; Diyarbakir, Turkey",Four Turkish police officers were killed and two more were wounded when a roadside bomb hit a passing police bus.[99][100],Kurdistan Workers' Party,Kurdish–Turkish conflict
16,Bombing,0,5,"&lt;img alt=""Turkey"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Flag_of_Turkey.svg/23px-Flag_of_Turkey.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""1200"" data-file-height=""800""&gt; Sirnak, Turkey","An explosive was detonated in the town of Sirnak, Turkey. The handmade explosive was attached under the vehicle of a council contractor repairing the city's water network.[101]",Kurdistan Workers' Party,Kurdish–Turkish conflict
16,Shooting,8 (+2),3,"&lt;img alt=""Egypt"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/23px-Flag_of_Egypt.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; New Valley Province, Egypt","Eight Egyptian security officers were killed and three others were injured when their checkpoint around 70 km away from the Kharga Oasis was attacked by unidentified militants. At least two of the assailants were killed, while the others escaped.[102]",Islamic State (suspected),Insurgency in Egypt
16,Bombing,1,2,"&lt;img alt=""Egypt"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/23px-Flag_of_Egypt.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Arish, Egypt",Bombing left one dead and two injured in Aris city.[103],Unknown,Sinai insurgency
16,Bombings,1,5,"&lt;img alt=""Iraq"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/23px-Flag_of_Iraq.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""411"" data-file-height=""274""&gt; Baghdad, Iraq",One person was killed and five others were wounded when two explosive devices exploded in Baghdad.[104],Islamic State (suspected),Iraqi Civil War
16,Shooting,4,3,"&lt;img alt=""Yemen"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/8/89/Flag_of_Yemen.svg/23px-Flag_of_Yemen.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""450"" data-file-height=""300""&gt; Abyan, Yemen",Four soldiers were killed and three wounded in an Al-Qaeda attack on a checkpoint in Yemen.[105],Al-Qaeda in the Arabian Peninsula,Yemeni Civil War
16,Shooting,2,0,"&lt;img alt=""Pakistan"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/3/32/Flag_of_Pakistan.svg/23px-Flag_of_Pakistan.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Quetta, Pakistan",Two terrorist attacks left at least two police dead in Quetta.[106],Unknown,
16,Bombing,0,2,"&lt;img alt=""Ukraine"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/4/49/Flag_of_Ukraine.svg/23px-Flag_of_Ukraine.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""1200"" data-file-height=""800""&gt; Popasna, Ukraine",Two Ukrainian servicemen were wounded in the Donbass region. The casualties were caused by explosive devices in the district of Popasna.[107],Luhansk People's Republic (suspected),War in Donbass
17,Execution,1,0,"&lt;img alt=""Somalia"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Flag_of_Somalia.svg/23px-Flag_of_Somalia.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Mogadishu, Somalia",Al-Shabaab allegedly executed a Ugandan soldier.[108],Al-Shabaab,Somali Civil War
17,Suicide bombing,10 (+1),30,"&lt;img alt=""Pakistan"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/3/32/Flag_of_Pakistan.svg/23px-Flag_of_Pakistan.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Peshawar, Pakistan",Ten people were killed and more than 30 others injured in a suicide attack on security forces in Peshawar.[109],Lashkar-e-Jhangvi,
17,Bombing,1,4,"&lt;img alt=""Turkey"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Flag_of_Turkey.svg/23px-Flag_of_Turkey.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""1200"" data-file-height=""800""&gt; Diyarbakır Turkey",A bomb kills one policeman and another four were injured. The explosion occurred in the city of Diyarbakır.[110],Kurdistan Workers' Party,Kurdish–Turkish conflict
18,"Shooting, Raid",0 (+4),Unknown,"&lt;img alt=""Pakistan"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/3/32/Flag_of_Pakistan.svg/23px-Flag_of_Pakistan.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Sheikhupura, Pakistan",The Counter-Terrorism Department (CTD) of Punjab police killed four suspected militants during an shooting in Sheikhupura on Tuesday night.[111],Lashkar-e-Jhangvi,Sectarianism in Pakistan
18,Suicide bombings,77 (+1),115,"&lt;img alt=""Mali"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Mali.svg/23px-Flag_of_Mali.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""450"" data-file-height=""300""&gt; Gao, Mali",2017 Gao bombing: Five suicide bombers exploded near a NATO army base. At least 65 people were killed while an unknown number of people were injured. There were no reported casualties among the NATO troops.[112][113][114] Al-Mourabitoun claimed responsibility.[115],Al-Mourabitoun,Northern Mali Conflict
18,Vehicular attack,1 (+1),2,"&lt;img alt=""Israel"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Flag_of_Israel.svg/21px-Flag_of_Israel.svg.png"" width=""21"" height=""15"" class=""thumbborder"" data-file-width=""660"" data-file-height=""480""&gt; Umm al-Hiran, Israel",2017 Umm al-Hiran attack: An Israeli police officer was killed when an Israeli Arab rammed his car into a group of police officers during a protest against demolitions of illegally built Bedouin homes in southern Israel.[116],Islamic Movement in Israel (suspected),Israeli–Palestinian conflict
18,Landmine,3,4,"&lt;img alt=""India"" src=""//upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/23px-Flag_of_India.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""1350"" data-file-height=""900""&gt; Narayanpur, India","At least two women and a girl were killed while four others injured by a pressure landmine, suspected to have been laid by Naxals.[117]",Naxalites,Naxalite–Maoist insurgency
18,Car bombing,7+,20,"&lt;img alt=""Iraq"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/23px-Flag_of_Iraq.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""411"" data-file-height=""274""&gt; Baghdad, Iraq",A car bomb blast hit the mostly Shi'ite neighborhood of Abu Dsheer.[118],Unknown,Iraqi Civil War
19,Executions,12,0,"&lt;img alt=""Syria"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/5/53/Flag_of_Syria.svg/23px-Flag_of_Syria.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Palmyra, Syria",Islamic State militants put at least 12 people to death in execution-style killings.[119],Islamic State,Syrian Civil War
20,Shooting,1,0,"&lt;img alt=""Egypt"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/23px-Flag_of_Egypt.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Arish, Egypt",Terrorists shoot dead a civilian in the city of Arisr.[120],Unknown,Sinai insurgency
20,Airstrike,2,0,"&lt;img alt=""Iraq"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/23px-Flag_of_Iraq.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""411"" data-file-height=""274""&gt; Mosul, Iraq",An Iraqi elder and his grandson were killed in western Mosul in an explosion caused by a bomb dropped from an Islamic State guided drone.[121],Islamic State,Iraqi Civil War
20,Car Bombing,5,9,"&lt;img alt=""Syria"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/5/53/Flag_of_Syria.svg/23px-Flag_of_Syria.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Al-Bab, Syria","Turkey's military said the Islamic State group killed five Turkish soldiers and wounded nine others in a car bomb attack in Al-Bab, northern Syria.[122]",Islamic State,Syrian Civil War
20,Bombing,25,87,"&lt;img alt=""Pakistan"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/3/32/Flag_of_Pakistan.svg/23px-Flag_of_Pakistan.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Parachinar, Pakistan","2017 Parachinar bombing: A bomb that was placed in a vegetable crate exploded at a vegetable market in Parachinar, a city in Pakistan's Kurram Agency tribal area.[123][124][125]",Lashkar-e-Jhangvi & Tehrik-i-Taliban Pakistan,War in Northwest Pakistan
20,Shooting,2,6,"&lt;img alt=""Pakistan"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/3/32/Flag_of_Pakistan.svg/23px-Flag_of_Pakistan.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Orakzai, Pakistan",Two tribal elders were killed and six others sustained injuries when gunmen fired at them.[126],Lashkar-e-Jhangvi (suspected),
20,Bombing,3,4,"&lt;img alt=""Afghanistan"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Flag_of_Afghanistan.svg/23px-Flag_of_Afghanistan.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""600"" data-file-height=""400""&gt; Balkh, Afghanistan",An explosion in northern Afghanistan killed at least three people outside a game of buzkashi.[127],Taliban (suspected),War in Afghanistan
20,Car Bombing,1,13,"&lt;img alt=""Libya"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/0/05/Flag_of_Libya.svg/23px-Flag_of_Libya.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""960"" data-file-height=""480""&gt; Benghazi, Libya","A car bomb exploded on Friday near a mosque in Libya’s second city of Benghazi, killing one person and wounding 13 people including a former interior minister, medical and security sources said.[128]",Al-Qaeda in the Islamic Maghreb (suspected),Libyan Civil War
21,Car bombing,4,14,"&lt;img alt=""Syria"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/5/53/Flag_of_Syria.svg/23px-Flag_of_Syria.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Rakban, Syria",A car bomb attack occurred in the Rakban refugee camp near the Jordanian border.[129][130],Islamic State,Syrian Civil War
21,Shooting,43,Unknown,"&lt;img alt=""Afghanistan"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Flag_of_Afghanistan.svg/23px-Flag_of_Afghanistan.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""600"" data-file-height=""400""&gt; Kandahar, Afghanistan","Taliban attacked a police station located in Maiwand District of Kandahar Province, killing 43 people, including 16 police officers.[131]",Taliban,War in Afghanistan
21,Shooting,2,7,"&lt;img alt=""Niger"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Flag_of_Niger.svg/18px-Flag_of_Niger.svg.png"" width=""18"" height=""15"" class=""thumbborder"" data-file-width=""700"" data-file-height=""600""&gt; Diffa, Niger",Boko Haram killed two soldiers and wounded seven others in an attack on a military base in southeast Niger.[132],Boko Haram,Boko Haram insurgency
21,Shelling,8,0,"&lt;img alt=""Egypt"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/23px-Flag_of_Egypt.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Rafah, Egypt",Eight people were killed after a shell landed on a house in Rafah.[133],Islamic State (suspected),Sinai insurgency
21,Suicide bombing,0 (+2),0,"&lt;img alt=""Saudi Arabia"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Flag_of_Saudi_Arabia.svg/23px-Flag_of_Saudi_Arabia.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""750"" data-file-height=""500""&gt; Jeddah, Saudi Arabia",Two suicide bombers detonated their explosives during a firefight with Saudi security forces in Jeddah.[134],Islamic State (suspected),Spillover of the Syrian Civil War
21,Car bombing,2,Unknown,"&lt;img alt=""Libya"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/0/05/Flag_of_Libya.svg/23px-Flag_of_Libya.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""960"" data-file-height=""480""&gt; Tripoli, Libya","A car bomb exploded in Tripoli. The blast, which left at least two people dead, struck near the recently re-opened Italian embassy.[135]",Islamic State (suspected),Libyan Civil War
21,Attempted suicide bombing,0,0 (+1),"&lt;img alt=""Lebanon"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/5/59/Flag_of_Lebanon.svg/23px-Flag_of_Lebanon.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""750"" data-file-height=""500""&gt; Beirut, Lebanon",Lebanese security forces shot and wounded a suicide bomber just before midnight as he attempted to enter a coffee shop on Hamra Street in Beirut.[136],Jabhat Fatah al-Sham (suspected),Spillover of the Syrian Civil War in Lebanon
22,"Bombing, Ambush",2,Unknown,"&lt;img alt=""India"" src=""//upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/23px-Flag_of_India.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""1350"" data-file-height=""900""&gt; Barabasti, India",Two Assam Rifles jawans were killed when their vehicle escorting tourists was attacked near the Assam–Arunachal Pradesh border.[137],Unknown,Insurgency in Northeast India
22,Shooting,0,1,"&lt;img alt=""United Kingdom"" src=""//upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/23px-Flag_of_the_United_Kingdom.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""1200"" data-file-height=""600""&gt; Belfast, United Kingdom",A policeman was wounded in a filling station in Belfast. A possible terrorist act according to the local police.[138],Real Irish Republican Army (suspected),Dissident Irish Republican campaign
22,Unknown,3,0,"&lt;img alt=""Afghanistan"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Flag_of_Afghanistan.svg/23px-Flag_of_Afghanistan.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""600"" data-file-height=""400""&gt; Maywand District, Afghanistan",Insurgents killed at least three policemen in Kandahar Province.[139],Taliban,War in Afghanistan
22,Shooting,2,0,"&lt;img alt=""Pakistan"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/3/32/Flag_of_Pakistan.svg/23px-Flag_of_Pakistan.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Quetta, Pakistan",A terrorist attack left at least two people dead in Quetta.[140],Unknown,
23,Arson,0,0,"&lt;img alt=""India"" src=""//upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/23px-Flag_of_India.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""1350"" data-file-height=""900""&gt; Bijapur, India",Maoists set at least 15 construction vehicles and machines on fire in Chhattisgarh's Bijapur district.[141],Naxalites,Naxalite–Maoist insurgency
23,Shooting,5,0,"&lt;img alt=""Egypt"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/23px-Flag_of_Egypt.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Sinai Peninsula, Egypt",At least five Egyptian Army soldiers were killed by unknown gunmen in the Sinai Peninsula.[142],Islamic State (suspected),Sinai insurgency
23,Bombing,1,Unknown,"&lt;img alt=""Kenya"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/4/49/Flag_of_Kenya.svg/23px-Flag_of_Kenya.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Mandera, Kenya",A Kenya police reservist was killed when Al-Shabaab militants hurled explosives at a bank[143],Al-Shabaab,Spillover of the War in Somalia
23,Bombing,8,5,"&lt;img alt=""Somalia"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Flag_of_Somalia.svg/23px-Flag_of_Somalia.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Afgooye, Somalia",A bomb killed seven soldiers in Somalia along with a well-known Somali farmer.[144][145],Al-Shabaab,Somali Civil War
23,"Bombing,
 shooting",8,0,"&lt;img alt=""Nigeria"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/7/79/Flag_of_Nigeria.svg/23px-Flag_of_Nigeria.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""800"" data-file-height=""400""&gt; Borno State, Nigeria","Boko Haram invaded a village, killed eight people and abducted an unspecified number of women and children.[146]",Boko Haram,Boko Haram insurgency
24,Mortar attack,1,2,"&lt;img alt=""Mali"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Mali.svg/23px-Flag_of_Mali.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""450"" data-file-height=""300""&gt; Aguelhok, Mali",A peacekeeper in Mali was killed and two other peacekeepers were injured in mortar fire in Aguelhok. Al-Qaeda is suspected for the attack.[147],Al-Qaeda in the Islamic Maghreb (suspected),Northern Mali conflict
24,Bombing,0,1,"&lt;img alt=""India"" src=""//upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/23px-Flag_of_India.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""1350"" data-file-height=""900""&gt; Pulwama, India",A police officer was injured in a grenade attack. No group claimed the attack[148],Unknown,Kashmir Conflict
25,Arson,Unknown,Unknown,"&lt;img alt=""Greece"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Flag_of_Greece.svg/23px-Flag_of_Greece.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""600"" data-file-height=""400""&gt; Athens, Greece",The Conspiracy of Fire Nuclei took responsibility for six arson attacks on various establishments including a bank and a post office.[149][150],Conspiracy of Fire Nuclei,Terrorism in Greece
25,Car bombings,2,9,"&lt;img alt=""Iraq"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/23px-Flag_of_Iraq.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""411"" data-file-height=""274""&gt; Baghdad, Iraq",Two explosions caused by car bombs killed two civilians and wounded nine others in the Iraqi capital.[151],Islamic State (suspected),Iraqi Civil War
25,"Suicide car bombings,
 shooting",28 (+4),43+,"&lt;img alt=""Somalia"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Flag_of_Somalia.svg/23px-Flag_of_Somalia.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Mogadishu, Somalia","At least 28 people, including four members of the security forces and 24 civilians, died in a coordinated attack against the Dayah Hotel in central Mogadishu. More than 40 others were injured, and four attackers were killed.[152][153][154]",Al-Shabaab,Somali Civil War
25,Suicide bombing,3 (+1),2,"&lt;img alt=""Nigeria"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/7/79/Flag_of_Nigeria.svg/23px-Flag_of_Nigeria.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""800"" data-file-height=""400""&gt; Borno State, Nigeria",A suicide bomb attack Borno state killed three and wounded two others.[155],Boko Haram,Boko Haram insurgency
25,Suicide bombings,4 (+3),Unknown,"&lt;img alt=""Nigeria"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/7/79/Flag_of_Nigeria.svg/23px-Flag_of_Nigeria.svg.png"" width=""23"" height=""12"" class=""thumbborder"" data-file-width=""800"" data-file-height=""400""&gt; Maiduguri, Nigeria",Boko Haram killed four people in multiple suicide bombing attacks.[156],Boko Haram,Boko Haram insurgency
26,Bombing,9,Unknown,"&lt;img alt=""Somalia"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Flag_of_Somalia.svg/23px-Flag_of_Somalia.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""900"" data-file-height=""600""&gt; Mogadishu, Somalia",Al-Shabab attacked an African Union base in Somalia. Nine were killed.[157],Al-Shabaab,Somali Civil War
26,"Bombing, shooting",2,8,"&lt;img alt=""Iraq"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/23px-Flag_of_Iraq.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""411"" data-file-height=""274""&gt; Baghdad, Iraq","A bombing at a market in south Baghdad killed one person and wounded five others. Earlier in the day, an attack on a militia-held checkpoint killed one and injured three.[158]",Islamic State (suspected),Iraqi Civil War
26,Airstrike,0,3,"&lt;img alt=""Iraq"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/23px-Flag_of_Iraq.svg.png"" width=""23"" height=""15"" class=""thumbborder"" data-file-width=""411"" data-file-height=""274""&gt; Mosul, Iraq",An Islamic State drone dropped explosives on a house in central Mosul wounding three members of the same family[159],Islamic State,Iraqi Civil War
